DBMS,Normalization,Hard,When is denormalization used?,When performance improvements outweigh redundancy concerns.

DBMS,Keys,Easy,What is a primary key?,A column or set of columns that uniquely identifies each row.
DBMS,Keys,Easy,What is a foreign key?,A column that references a key in another table.
DBMS,Keys,Easy,What is a candidate key?,A column that can uniquely identify rows.
DBMS,Keys,Medium,What is an alternate key?,A candidate key not selected as the primary key.
DBMS,Keys,Medium,What is a composite key?,A key formed using multiple columns.
DBMS,Keys,Medium,What is a super key?,A set of attributes that uniquely identifies rows.
DBMS,Keys,Hard,Difference between primary key and unique key?,Primary key cannot contain NULL values.
DBMS,Keys,Hard,Can a table have multiple candidate keys?,Yes.
DBMS,Keys,Hard,Can a foreign key contain NULL values?,Yes unless restricted.
DBMS,Keys,Hard,Why are keys important?,They maintain uniqueness and relationships.

DBMS,Transactions,Easy,What is a transaction?,A logical unit of work performed on a database.
DBMS,Transactions,Easy,What is COMMIT?,It permanently saves transaction changes.
DBMS,Transactions,Easy,What is ROLLBACK?,It undoes uncommitted transaction changes.
DBMS,Transactions,Medium,What are ACID properties?,Atomicity Consistency Isolation Durability.
DBMS,Transactions,Medium,What is atomicity?,A transaction is completed fully or not at all.
DBMS,Transactions,Medium,What is consistency?,A transaction keeps the database in a valid state.
DBMS,Transactions,Hard,What is isolation?,Transactions execute independently without interference.
DBMS,Transactions,Hard,What is durability?,Committed changes remain permanent.
DBMS,Transactions,Hard,What is savepoint?,A point within a transaction to partially rollback.
DBMS,Transactions,Hard,Why are transactions necessary?,To ensure reliable and accurate database operations.

DBMS,ER Model,Easy,What is an ER model?,A conceptual representation of database structure.
DBMS,ER Model,Easy,What is an entity?,An object or thing represented in a database.
DBMS,ER Model,Easy,What is an attribute?,A property describing an entity.
DBMS,ER Model,Medium,What is a relationship?,An association between entities.
DBMS,ER Model,Medium,What is cardinality?,The number of relationships between entities.
DBMS,ER Model,Medium,What is participation constraint?,Defines whether participation is mandatory.
DBMS,ER Model,Hard,Difference between entity and attribute?,Entities are objects while attributes describe them.
DBMS,ER Model,Hard,What is a weak entity?,An entity dependent on another entity.
DBMS,ER Model,Hard,What is specialization?,Dividing an entity into subclasses.
DBMS,ER Model,Hard,What is generalization?,Combining similar entities into a superclass.

DBMS,Concurrency,Easy,What is concurrency control?,Managing simultaneous database operations safely.
DBMS,Concurrency,Easy,What is a lock?,A mechanism restricting access to data.
DBMS,Concurrency,Easy,What is shared locking?,Allows multiple transactions to read data.
DBMS,Concurrency,Medium,What is exclusive locking?,Allows one transaction to modify data.
DBMS,Concurrency,Medium,What is deadlock?,Two or more transactions waiting indefinitely for each other.
DBMS,Concurrency,Medium,What is starvation?,A transaction waits indefinitely for resources.
DBMS,Concurrency,Hard,What is timestamp ordering?,A concurrency control technique using timestamps.
DBMS,Concurrency,Hard,What is two-phase locking?,A protocol ensuring serializability using lock acquisition and release phases.
DBMS,Concurrency,Hard,What is serializability?,The property that concurrent execution produces the same result as serial execution.
DBMS,Concurrency,Hard,How can deadlocks be prevented?,Using prevention, avoidance, detection, or recovery techniques.
Operating System,Scheduling,Easy,What is an Operating System?,System software that manages hardware and software resources.
Operating System,Scheduling,Easy,What is a process?,A program that is currently executing.
Operating System,Scheduling,Easy,What is CPU scheduling?,The process of selecting which process gets CPU time.
Operating System,Scheduling,Medium,What is FCFS scheduling?,First Come First Serve executes processes in order of arrival.
Operating System,Scheduling,Medium,What is SJF scheduling?,Shortest Job First executes the shortest job first.
Operating System,Scheduling,Medium,What is Round Robin scheduling?,Each process gets a fixed time quantum in cyclic order.
Operating System,Scheduling,Hard,What is Priority Scheduling?,Processes are executed based on priority.
Operating System,Scheduling,Hard,What is starvation in scheduling?,A process waits indefinitely due to lower priority.
Operating System,Scheduling,Hard,What is aging?,A technique to prevent starvation by gradually increasing priority.
Operating System,Scheduling,Hard,What is context switching?,Saving and restoring process state when switching CPU execution.

Operating System,Processes,Easy,What is a process control block (PCB)?,A data structure storing process information.
Operating System,Processes,Easy,What are process states?,New Ready Running Waiting and Terminated.
Operating System,Processes,Easy,What is a parent process?,A process that creates another process.
Operating System,Processes,Medium,What is a child process?,A process created by another process.
Operating System,Processes,Medium,What is process synchronization?,Coordinating processes to share resources safely.
Operating System,Processes,Medium,What is inter-process communication (IPC)?,Mechanisms allowing processes to communicate.
Operating System,Processes,Hard,What is a race condition?,When results depend on execution timing.
Operating System,Processes,Hard,What is a semaphore?,A synchronization mechanism using counters.
Operating System,Processes,Hard,What is a mutex?,A lock allowing only one thread to access a resource.
Operating System,Processes,Hard,Difference between process and program?,A program is passive while a process is active.

Operating System,Threads,Easy,What is a thread?,The smallest unit of CPU execution.
Operating System,Threads,Easy,Difference between process and thread?,Threads share memory while processes do not.
Operating System,Threads,Easy,What is multithreading?,Running multiple threads concurrently.
Operating System,Threads,Medium,What are user-level threads?,Threads managed by user-space libraries.
Operating System,Threads,Medium,What are kernel-level threads?,Threads managed directly by the OS kernel.
Operating System,Threads,Medium,What are benefits of multithreading?,Better responsiveness and resource utilization.
Operating System,Threads,Hard,What is thread synchronization?,Controlling access to shared resources among threads.
Operating System,Threads,Hard,What is thread starvation?,A thread never gets CPU resources.
Operating System,Threads,Hard,What is thread safety?,Code that works correctly in concurrent environments.
Operating System,Threads,Hard,What is a thread pool?,A collection of reusable worker threads.

Operating System,Memory Management,Easy,What is memory management?,Managing allocation and deallocation of memory.
Operating System,Memory Management,Easy,What is paging?,Dividing memory into fixed-size pages.
Operating System,Memory Management,Easy,What is virtual memory?,Using secondary storage as an extension of RAM.
Operating System,Memory Management,Medium,What is segmentation?,Dividing memory into logical segments.
Operating System,Memory Management,Medium,What is fragmentation?,Unused memory spaces reducing efficiency.
Operating System,Memory Management,Medium,Difference between internal and external fragmentation?,Internal occurs inside allocated blocks while external occurs between blocks.
Operating System,Memory Management,Hard,What is demand paging?,Loading pages into memory only when required.
Operating System,Memory Management,Hard,What is page fault?,Occurs when a required page is not in memory.
Operating System,Memory Management,Hard,What is thrashing?,Excessive paging causing performance degradation.
Operating System,Memory Management,Hard,What is page replacement?,Replacing memory pages when memory is full.

Operating System,Deadlocks,Easy,What is a deadlock?,A situation where processes wait indefinitely for resources.
Operating System,Deadlocks,Easy,What are the four conditions for deadlock?,Mutual exclusion Hold and Wait No Preemption Circular Wait.
Operating System,Deadlocks,Easy,What is mutual exclusion?,Only one process can use a resource at a time.
Operating System,Deadlocks,Medium,What is deadlock prevention?,Preventing one of the deadlock conditions.
Operating System,Deadlocks,Medium,What is deadlock avoidance?,Allocating resources to avoid unsafe states.
Operating System,Deadlocks,Medium,What is deadlock detection?,Identifying deadlocks after they occur.
Operating System,Deadlocks,Hard,What is Banker's Algorithm?,A deadlock avoidance algorithm.
Operating System,Deadlocks,Hard,What is deadlock recovery?,Techniques used to recover after a deadlock.
Operating System,Deadlocks,Hard,What is a safe state?,A state where all processes can complete successfully.
Operating System,Deadlocks,Hard,Difference between prevention and avoidance?,Prevention eliminates conditions while avoidance checks safe allocation.
